index,x,y
0,0.0,2.895258810717765
1,0.0031447373909807737,0.6679203865121623
2,0.006289474781961547,2.584422397543964
3,0.009434212172942321,3.3563791314541884
4,0.012578949563923095,2.1266506348596157
5,0.01572368695490387,4.632979835299926
6,0.018868424345884642,4.301836640578786
7,0.022013161736865416,2.0413536668636656
8,0.02515789912784619,0.8769712150647762
9,0.028302636518826963,0.9967368602695086
10,0.03144737390980774,0.6878081285530305
11,0.034592111300788514,1.8121092396826162
12,0.037736848691769284,2.099477129794659
13,0.040881586082750054,1.5456562408875125
14,0.04402632347373083,1.2536118212432497
15,0.04717106086471161,1.9620885096405027
16,0.05031579825569238,1.1050888238235588
17,0.05346053564667315,7.646385854428875
18,0.056605273037653926,2.0141130484660517
19,0.0597500104286347,1.7908385081845164
20,0.06289474781961547,0.8418189501807029
21,0.06603948521059624,0.13166593177943353
22,0.06918422260157703,1.5607459509608115
23,0.0723289599925578,1.0293766801658795
24,0.07547369738353857,0.7780978267563404
25,0.07861843477451934,0.9756452374970883
26,0.08176317216550011,12.777109169650085
27,0.08490790955648089,3.0091171675869246
28,0.08805264694746166,0.5722304850071341
29,0.09119738433844243,4.952684784746601
30,0.09434212172942322,29.306764633958398
31,0.09748685912040399,0.2223479460312343
32,0.10063159651138476,1.5380490681837957
33,0.10377633390236553,2.8267575069425135
34,0.1069210712933463,2.352422255758162
35,0.11006580868432708,1.068921366504714
36,0.11321054607530785,5.87237976883506
37,0.11635528346628862,0.6493626634296031
38,0.1195000208572694,1.2356607794643686
39,0.12264475824825018,0.08980273881493339
40,0.12578949563923095,1.1516452985929033
41,0.12893423303021173,0.6919634394923586
42,0.1320789704211925,0.430666236490749
43,0.13522370781217327,2.6051268635219467
44,0.13836844520315406,1.5874320046422254
45,0.1415131825941348,1.5880824617450398
46,0.1446579199851156,0.6260867477722413
47,0.14780265737609635,0.9172582819529882
48,0.15094739476707714,2.544234853377149
49,0.15409213215805792,1.136426816381382
50,0.15723686954903868,1.0272783771605143
51,0.16038160694001946,2.6098153539895317
52,0.16352634433100022,2.832574573143829
53,0.166671081721981,1.4073325750451673
54,0.16981581911296179,0.288591051507458
55,0.17296055650394254,2.8775851372565926
56,0.17610529389492333,1.1448741133405118
57,0.1792500312859041,2.5115620223338064
58,0.18239476867688487,0.09742055970621055
59,0.18553950606786565,1.291936258498382
60,0.18868424345884643,2.431845200524618
