bid_datetime_beginning_utc,bid_datetime_beginning_ept,eco_max,emerg_max,total_committed
1/1/2021 5:00:00 AM,1/1/2021 12:00:00 AM,181165.90,184150.40,173103.10
1/1/2021 6:00:00 AM,1/1/2021 1:00:00 AM,181022.80,184097.00,173103.10
1/1/2021 7:00:00 AM,1/1/2021 2:00:00 AM,181298.20,184443.00,173103.10
1/1/2021 8:00:00 AM,1/1/2021 3:00:00 AM,181789.00,184899.50,173103.10
1/1/2021 9:00:00 AM,1/1/2021 4:00:00 AM,182404.70,185438.20,173103.10
1/1/2021 10:00:00 AM,1/1/2021 5:00:00 AM,183818.50,186807.50,173103.10
1/1/2021 11:00:00 AM,1/1/2021 6:00:00 AM,185565.00,188004.60,173103.10
1/1/2021 12:00:00 PM,1/1/2021 7:00:00 AM,186214.30,188715.30,173103.10
1/1/2021 1:00:00 PM,1/1/2021 8:00:00 AM,186723.20,189307.70,173103.10
1/1/2021 2:00:00 PM,1/1/2021 9:00:00 AM,186317.70,189082.80,173103.10
1/1/2021 3:00:00 PM,1/1/2021 10:00:00 AM,185917.20,188688.50,173103.10
1/1/2021 4:00:00 PM,1/1/2021 11:00:00 AM,185552.40,188301.60,173103.10
1/1/2021 5:00:00 PM,1/1/2021 12:00:00 PM,185348.30,188142.10,173103.10
1/1/2021 6:00:00 PM,1/1/2021 1:00:00 PM,185056.40,187738.90,173103.10
1/1/2021 7:00:00 PM,1/1/2021 2:00:00 PM,184786.90,187307.30,173103.10
1/1/2021 8:00:00 PM,1/1/2021 3:00:00 PM,184386.90,187084.90,173103.10
1/1/2021 9:00:00 PM,1/1/2021 4:00:00 PM,184574.00,187367.30,173103.10
1/1/2021 10:00:00 PM,1/1/2021 5:00:00 PM,185245.00,187628.90,173103.10
1/1/2021 11:00:00 PM,1/1/2021 6:00:00 PM,184501.20,187045.10,173103.10
1/2/2021 12:00:00 AM,1/1/2021 7:00:00 PM,184210.90,186715.10,173103.10
1/2/2021 1:00:00 AM,1/1/2021 8:00:00 PM,183660.30,186173.40,173103.10
1/2/2021 2:00:00 AM,1/1/2021 9:00:00 PM,183197.20,185959.70,173103.10
1/2/2021 3:00:00 AM,1/1/2021 10:00:00 PM,181992.60,185163.20,173103.10
1/2/2021 4:00:00 AM,1/1/2021 11:00:00 PM,181105.20,184270.10,173103.10
1/2/2021 5:00:00 AM,1/2/2021 12:00:00 AM,180216.00,183353.60,173033.00
1/2/2021 6:00:00 AM,1/2/2021 1:00:00 AM,179192.30,182787.70,173033.00
1/2/2021 7:00:00 AM,1/2/2021 2:00:00 AM,178587.00,182282.10,173033.00
1/2/2021 8:00:00 AM,1/2/2021 3:00:00 AM,178620.50,182162.20,173033.00
1/2/2021 9:00:00 AM,1/2/2021 4:00:00 AM,178793.30,182240.60,173033.00
1/2/2021 10:00:00 AM,1/2/2021 5:00:00 AM,179263.50,182547.10,173033.00
1/2/2021 11:00:00 AM,1/2/2021 6:00:00 AM,179606.70,182855.50,173033.00
1/2/2021 12:00:00 PM,1/2/2021 7:00:00 AM,179781.20,182941.00,173033.00
1/2/2021 1:00:00 PM,1/2/2021 8:00:00 AM,179786.00,182887.90,173033.00
1/2/2021 2:00:00 PM,1/2/2021 9:00:00 AM,179812.00,183035.70,173033.00
1/2/2021 3:00:00 PM,1/2/2021 10:00:00 AM,180218.60,183298.90,173033.00
1/2/2021 4:00:00 PM,1/2/2021 11:00:00 AM,180023.50,183123.90,173033.00
1/2/2021 5:00:00 PM,1/2/2021 12:00:00 PM,180757.50,183863.80,173033.00
1/2/2021 6:00:00 PM,1/2/2021 1:00:00 PM,180477.00,183427.00,173033.00
1/2/2021 7:00:00 PM,1/2/2021 2:00:00 PM,179858.30,182934.30,173033.00
1/2/2021 8:00:00 PM,1/2/2021 3:00:00 PM,179395.00,182567.30,173033.00
1/2/2021 9:00:00 PM,1/2/2021 4:00:00 PM,179878.60,183061.50,173033.00
1/2/2021 10:00:00 PM,1/2/2021 5:00:00 PM,180685.70,183621.00,173033.00
1/2/2021 11:00:00 PM,1/2/2021 6:00:00 PM,180784.40,183714.80,173033.00
1/3/2021 12:00:00 AM,1/2/2021 7:00:00 PM,180594.20,183521.20,173033.00
1/3/2021 1:00:00 AM,1/2/2021 8:00:00 PM,180203.00,183128.90,173033.00
1/3/2021 2:00:00 AM,1/2/2021 9:00:00 PM,179712.10,182817.90,173033.00
1/3/2021 3:00:00 AM,1/2/2021 10:00:00 PM,179014.70,182558.00,173033.00
1/3/2021 4:00:00 AM,1/2/2021 11:00:00 PM,178355.90,181944.60,173033.00
1/3/2021 5:00:00 AM,1/3/2021 12:00:00 AM,179163.80,182539.20,173033.00
1/3/2021 6:00:00 AM,1/3/2021 1:00:00 AM,179011.50,182481.60,173033.00
1/3/2021 7:00:00 AM,1/3/2021 2:00:00 AM,179203.90,182754.60,173033.00
1/3/2021 8:00:00 AM,1/3/2021 3:00:00 AM,179136.90,182668.50,173033.00
1/3/2021 9:00:00 AM,1/3/2021 4:00:00 AM,179288.50,182637.80,173033.00
1/3/2021 10:00:00 AM,1/3/2021 5:00:00 AM,180956.40,184192.30,173033.00
1/3/2021 11:00:00 AM,1/3/2021 6:00:00 AM,181690.80,184567.90,173033.00
1/3/2021 12:00:00 PM,1/3/2021 7:00:00 AM,181888.40,184680.70,173033.00
1/3/2021 1:00:00 PM,1/3/2021 8:00:00 AM,181949.20,184858.40,173033.00
1/3/2021 2:00:00 PM,1/3/2021 9:00:00 AM,181814.60,184678.20,173033.00
1/3/2021 3:00:00 PM,1/3/2021 10:00:00 AM,181596.00,184614.30,173033.00
1/3/2021 4:00:00 PM,1/3/2021 11:00:00 AM,181503.70,184529.20,173033.00
1/3/2021 5:00:00 PM,1/3/2021 12:00:00 PM,181806.20,184845.00,173033.00
1/3/2021 6:00:00 PM,1/3/2021 1:00:00 PM,181612.40,184663.90,173033.00
1/3/2021 7:00:00 PM,1/3/2021 2:00:00 PM,181443.80,184501.30,173033.00
1/3/2021 8:00:00 PM,1/3/2021 3:00:00 PM,181053.90,184105.80,173033.00
1/3/2021 9:00:00 PM,1/3/2021 4:00:00 PM,181541.40,184594.60,173033.00
1/3/2021 10:00:00 PM,1/3/2021 5:00:00 PM,182474.00,185303.70,173033.00
1/3/2021 11:00:00 PM,1/3/2021 6:00:00 PM,182602.40,185420.60,173033.00
1/4/2021 12:00:00 AM,1/3/2021 7:00:00 PM,182542.30,185363.30,173033.00
1/4/2021 1:00:00 AM,1/3/2021 8:00:00 PM,181636.00,184455.40,173033.00
1/4/2021 2:00:00 AM,1/3/2021 9:00:00 PM,180825.90,183812.40,173033.00
1/4/2021 3:00:00 AM,1/3/2021 10:00:00 PM,179823.80,182867.40,173033.00
1/4/2021 4:00:00 AM,1/3/2021 11:00:00 PM,179145.60,182234.40,173033.00
1/4/2021 5:00:00 AM,1/4/2021 12:00:00 AM,177781.20,181510.30,173033.00
1/4/2021 6:00:00 AM,1/4/2021 1:00:00 AM,177794.60,181121.50,173033.00
1/4/2021 7:00:00 AM,1/4/2021 2:00:00 AM,177868.40,181392.70,173033.00
1/4/2021 8:00:00 AM,1/4/2021 3:00:00 AM,177797.00,181321.90,173033.00
1/4/2021 9:00:00 AM,1/4/2021 4:00:00 AM,178912.60,182246.50,173033.00
1/4/2021 10:00:00 AM,1/4/2021 5:00:00 AM,179228.70,182485.10,173033.00
1/4/2021 11:00:00 AM,1/4/2021 6:00:00 AM,180711.90,183304.90,173033.00
1/4/2021 12:00:00 PM,1/4/2021 7:00:00 AM,180359.30,182890.30,173033.00
1/4/2021 1:00:00 PM,1/4/2021 8:00:00 AM,180386.30,183235.10,173033.00
1/4/2021 2:00:00 PM,1/4/2021 9:00:00 AM,180679.20,183548.80,173033.00
1/4/2021 3:00:00 PM,1/4/2021 10:00:00 AM,178400.90,181433.70,173033.00
1/4/2021 4:00:00 PM,1/4/2021 11:00:00 AM,177676.10,181106.60,173033.00
1/4/2021 5:00:00 PM,1/4/2021 12:00:00 PM,177389.10,180850.80,173033.00
1/4/2021 6:00:00 PM,1/4/2021 1:00:00 PM,177087.50,180585.40,173033.00
1/4/2021 7:00:00 PM,1/4/2021 2:00:00 PM,176806.40,180313.80,173033.00
1/4/2021 8:00:00 PM,1/4/2021 3:00:00 PM,176214.00,180117.90,173033.00
1/4/2021 9:00:00 PM,1/4/2021 4:00:00 PM,177078.20,180818.50,173033.00
1/4/2021 10:00:00 PM,1/4/2021 5:00:00 PM,178248.40,181560.90,173033.00
1/4/2021 11:00:00 PM,1/4/2021 6:00:00 PM,178645.20,181945.30,173033.00
1/5/2021 12:00:00 AM,1/4/2021 7:00:00 PM,178421.10,181956.00,173033.00
1/5/2021 1:00:00 AM,1/4/2021 8:00:00 PM,178230.70,181764.80,173033.00
1/5/2021 2:00:00 AM,1/4/2021 9:00:00 PM,177430.50,181119.80,173033.00
1/5/2021 3:00:00 AM,1/4/2021 10:00:00 PM,177822.00,180817.90,173033.00
1/5/2021 4:00:00 AM,1/4/2021 11:00:00 PM,177344.90,180322.10,173033.00
1/5/2021 5:00:00 AM,1/5/2021 12:00:00 AM,175082.80,178852.50,173020.00
1/5/2021 6:00:00 AM,1/5/2021 1:00:00 AM,174879.30,178641.30,173020.00
