index,mu,sigma,xi
0,1.4307542102179902,0.7711163365588669,0.15094147889854204
1,1.4307542102179902,0.7711163365588669,0.15094147889854204
2,1.4307542102179902,0.7711163365588669,0.15094147889854204
3,1.4307542102179902,0.7711163365588669,0.15094147889854204
4,1.4307542102179902,0.7711163365588669,0.15094147889854204
5,1.4307542102179902,0.7711163365588669,0.15094147889854204
6,1.4307542102179902,0.7711163365588669,0.15094147889854204
7,1.4307542102179902,0.7711163365588669,0.15094147889854204
8,1.4307542102179902,0.7711163365588669,0.15094147889854204
9,1.4307542102179902,0.7711163365588669,0.15094147889854204
10,1.4307542102179902,0.7711163365588669,0.15094147889854204
11,1.4307542102179902,0.7711163365588669,0.15094147889854204
12,1.4307542102179902,0.7711163365588669,0.15094147889854204
13,1.4307542102179902,0.7711163365588669,0.15094147889854204
14,1.4307542102179902,0.7711163365588669,0.15094147889854204
15,1.4290059695726962,0.7710284174634421,0.15583113288336245
16,1.4234599443633882,0.7746202074318647,0.12154964849412128
17,1.4179766810318046,0.766149908068179,0.11389090618410902
18,1.4278661395305816,0.7670970019679235,0.10443361133277831
19,1.430997134838281,0.7648161670360786,0.09302857946345884
20,1.4334515963442789,0.7665888094074792,0.08595127539644098
21,1.4477779936390562,0.7664714310181822,0.09337250074767206
22,1.4477779936390562,0.7664714310181822,0.09337250074767206
23,1.4362145320571869,0.7630491884907409,0.09575490589892714
24,1.4362145320571869,0.7630491884907409,0.09575490589892714
25,1.3543298406166848,0.7235360114341104,0.120904645669712
26,1.3020208908671802,0.6904319521910645,0.13593598998412118
27,1.2965804479730227,0.697604125273389,0.13844205598318912
28,1.2965804479730227,0.697604125273389,0.13844205598318912
29,1.3013839472279312,0.6908360781754135,0.12737281532083677
30,1.26839711017778,0.7027942859086067,0.1571848445365247
31,1.2791046067907286,0.6967918470874764,0.17949931055305451
32,1.2792722077511522,0.6812433334537866,0.19991805974144816
33,1.2792722077511522,0.6812433334537866,0.19991805974144816
34,1.2810693637476018,0.6833347180851916,0.20121453836478956
35,1.2734243591561436,0.6828043983012339,0.21896955653929112
36,1.2858995960200823,0.698413990857174,0.21374502768948833
37,1.3294816304926738,0.7486596202591238,0.21113960039840576
38,1.3452848051372215,0.7665655452242607,0.2427420703423335
39,1.3452848051372215,0.7665655452242607,0.2427420703423335
40,1.3452848051372215,0.7665655452242607,0.2427420703423335
41,1.3478858890960146,0.7713923922915156,0.2445342305345952
42,1.3563820363808312,0.770778853287919,0.24505610520807072
43,1.3649100177792834,0.7684096150043729,0.2444428149992951
44,1.3705996704020387,0.776137854902191,0.241772051720801
45,1.357558649203091,0.7543879620838362,0.2553780690510542
46,1.37207854642754,0.7793318347487583,0.24432003102100006
47,1.3887098843339765,0.7928664338343185,0.22985558697759464
48,1.4363752053242538,0.7619381614586445,0.101894204319787
49,1.4435122300283103,0.7604025224827344,0.08705167339932823
50,1.4300390188835501,0.7589130505504583,0.07983542499158597
51,1.4627653549371358,0.7605097727679322,0.0441776857661735
52,1.4594753495384194,0.7619264411663653,0.030209171282694708
53,1.4692763643512137,0.7725558501787992,-0.006448542838948013
54,1.4692763643512137,0.7725558501787992,-0.006448542838948013
55,1.4692763643512137,0.7725558501787992,-0.006448542838948013
56,1.4759217834486045,0.7788545298855144,-0.02134143992620541
57,1.5003587036682193,0.8077434905598052,-0.05452197161308203
58,1.5003587036682193,0.8077434905598052,-0.05452197161308203
59,1.5035499202182614,0.8043077238829709,-0.0785217682987363
60,1.5035499202182614,0.8043077238829709,-0.0785217682987363
61,1.5035499202182614,0.8043077238829709,-0.0785217682987363
62,1.5035499202182614,0.8043077238829709,-0.0785217682987363
63,1.5035499202182614,0.8043077238829709,-0.0785217682987363
64,1.4972323379961983,0.8276096041084697,-0.08485589715746958
65,1.349431462385566,0.894703262895214,-0.13390781967168908
66,1.349431462385566,0.894703262895214,-0.13390781967168908
67,1.321107762721705,0.8878575237255566,-0.13047603998426824
68,1.3028480948649603,0.8933457542204449,-0.1374666941492838
69,1.3028480948649603,0.8933457542204449,-0.1374666941492838
70,1.2659897464878644,0.888269643967134,-0.12233711977927378
71,1.2791786871547581,0.8938216815133089,-0.12798364929375936
72,1.2791786871547581,0.8938216815133089,-0.12798364929375936
73,1.185811857410758,0.8935269251299186,-0.10872235917945293
74,1.116818824763032,0.8857044533246895,-0.10330243765993724
